src_selfies,tgt_selfies,src_qed,tgt_qed,src_smiles,tgt_smiles,pair_similarity
[C][S][=Branch1][C][=O][=Branch1][C][=O][N][C][C][C][C@@H1][Branch2][Ring1][C][C][O][C][=Branch1][C][=O][C][N][C][=C][C][Branch1][C][N][=N][Ring1][=Branch1][C][Ring1][P],[C][N][Branch2][Ring1][Ring2][C][C@H1][C][C][C][N][Branch1][=Branch2][S][Branch1][C][C][=Branch1][C][=O][=O][C][Ring1][#Branch2][C][=C][C][=C][Branch1][Ring1][C][#N][C][=C][Ring1][Branch2],0.7460063823245482,0.8485013086899527,CS(=O)(=O)N1CCC[C@@H](COC(=O)Cn2ccc(N)n2)C1,CN(C[C@H]1CCCN(S(C)(=O)=O)C1)c1ccc(C#N)cc1,0.421875
[C][O][C][=C][C][=C][C][Branch2][Ring1][#C][N][C][=Branch1][C][=O][C][=Branch1][C][=O][N][C][C][C@H1][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C@H1][Branch1][C][C][C][Ring1][=N][=C][Ring2][Ring1][Branch2],[C][C@H1][C][N][Branch1][P][C][=Branch1][C][=O][N][C][C][N][=C][N][Branch1][C][C][N][=Ring1][=Branch1][C][C][C@@H1][Ring1][S][C][=C][C][=C][C][=C][Ring1][=Branch1],0.8626106660134366,0.9441712754943414,COc1cccc(NC(=O)C(=O)N2CC[C@H](c3ccccc3)[C@H](C)C2)c1,C[C@H]1CN(C(=O)NCc2ncn(C)n2)CC[C@@H]1c1ccccc1,0.4393939393939394
[C][C@H1][C][C][C][N][Branch2][Ring2][#C][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch2][Ring1][N][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][#Branch2][O][C][Branch1][C][F][Branch1][C][F][F][C][=C][Ring1][O][C][=C][Ring2][Ring1][Branch1][C][Ring2][Ring1][=C],[C][O][C][C@H1][Branch1][C][C][N][C][=Branch1][C][=O][C@H1][C][C][C][N][Branch2][Ring1][Ring1][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][C][C][C][=C][Ring1][#Branch1][C][Ring1][S],0.6817915802679623,0.8408696648570909,C[C@H]1CCCN(S(=O)(=O)c2ccc(NS(=O)(=O)c3ccc(OC(F)(F)F)cc3)cc2)C1,COC[C@H](C)NC(=O)[C@H]1CCCN(S(=O)(=O)c2ccc(C)cc2)C1,0.37681159420289856
[C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C@@H1][Branch1][C][C][N][C][=Branch1][C][=O][C][S][C][=C][Branch1][C][Cl][C][=C][C][=C][Ring1][#Branch1][Cl],[C][C@@H1][Branch2][Ring1][#Branch2][N][C][=Branch1][C][=O][C][N][C][C][N][Branch1][#Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][C][Ring1][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][Cl],0.7298308074456108,0.845397525793039,COc1ccccc1[C@@H](C)NC(=O)CSc1c(Cl)cccc1Cl,C[C@@H](NC(=O)CN1CCN(c2ccccc2O)CC1)c1ccccc1Cl,0.4482758620689655
[C][O][C][=C][C][=C][Branch2][Ring1][Branch2][C][C][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][#Branch1][O][C][Branch1][C][F][F][C][=C][Ring1][#Branch2][C][=C][Ring2][Ring1][Branch1],[C][O][C][=C][C][=C][Branch2][Ring1][Ring1][C][C][C][=Branch1][C][=O][N][C][=C][C][Branch1][C][C][=C][C][=N][Ring1][#Branch1][C][=C][Ring2][Ring1][C],0.84198417176147,0.9083686480981997,COc1ccc(CCC(=O)Nc2ccc(OC(F)F)cc2)cc1,COc1ccc(CCC(=O)Nc2cc(C)ccn2)cc1,0.5098039215686274
[C][NH2+1][C@H1][C][C][C][N][Branch1][=C][C][=Branch1][C][=O][C][=C][C][=C][N][=C][Ring1][=Branch1][C][C][Ring1][#C],[C][S][=Branch1][C][=O][=Branch1][C][=O][N][C@@H1][C][C][C][N][Branch1][N][C][=Branch1][C][=O][C][=C][C][=C][O][Ring1][Branch1][C][Ring1][=N],0.7938068751158681,0.8652229347871354,C[NH2+][C@H]1CCCN(C(=O)c2cccnc2C)C1,CS(=O)(=O)N[C@@H]1CCCN(C(=O)c2ccco2)C1,0.36065573770491804
[C][C][=C][C][=C][Branch2][Ring1][#Branch1][N][C][=Branch1][C][=O][C@H1][Branch1][C][C][S][C@H1][Branch1][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring2][Ring1][Ring2][F],[C][C][=Branch1][C][=O][N][C][C][C][C][=C][C][Branch2][Ring1][C][N][C][=Branch1][C][=O][C@@H1][Branch1][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][C][=C][Ring1][P][Ring2][Ring1][Branch1],0.8445985708106326,0.9117615363176205,Cc1ccc(NC(=O)[C@H](C)S[C@H](C)c2ccccc2)cc1F,CC(=O)N1CCCc2cc(NC(=O)[C@@H](O)c3ccccc3)ccc21,0.36065573770491804
[C][C@@H1][Branch2][Ring1][Branch1][N][C][=N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][O][C][=Branch1][C][=O][N][C@H1][Branch1][C][C][C][=C][C][=C][Branch1][C][F][C][Branch1][C][F][=C][Ring1][Branch2],[C][C][C][=Branch1][C][=O][N][C][C][C][N][Branch2][Ring1][Branch2][C][=Branch1][C][=O][N][C@@H1][Branch1][C][C][C][=C][C][=C][Branch1][C][F][C][Branch1][C][F][=C][Ring1][Branch2][C][C][Ring2][Ring1][Ring2],0.8342840081098721,0.9204567770041447,C[C@@H](NC1=NS(=O)(=O)c2ccccc21)C(=O)N[C@H](C)c1ccc(F)c(F)c1,CCC(=O)N1CCCN(C(=O)N[C@@H](C)c2ccc(F)c(F)c2)CC1,0.3582089552238806
[C][C][C][N][C][=Branch1][C][=O][C][=C][C][=C][Branch2][Ring1][C][N][C][=Branch1][C][=O][N][C][C][C@@H1][Branch1][C][C][C][C@@H1][Ring1][#Branch1][C][C][=C][Ring1][P][Cl],[C][C][=C][S][C][Branch2][Ring1][O][C@@H1][Branch2][Ring1][C][N][C][=Branch1][C][=O][N][C][C][C@@H1][Branch1][C][C][C][C@@H1][Ring1][#Branch1][C][C][C][C][Ring1][Ring1][=N][Ring2][Ring1][Ring2],0.8561967923374726,0.9244586138147165,CCCNC(=O)c1ccc(NC(=O)N2CC[C@@H](C)C[C@@H]2C)cc1Cl,Cc1csc([C@@H](NC(=O)N2CC[C@@H](C)C[C@@H]2C)C2CC2)n1,0.352112676056338
[C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][O][C][C][C][N][Branch1][S][C][=Branch1][C][=O][C@H1][Branch1][C][C][C][C][=C][S][C][=Ring1][Branch1][C][C][Ring1][#C],[C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][O][C][C][C][N][Branch2][Ring1][Ring1][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][C][Branch1][C][C][Branch1][C][C][C][C][C][Ring1][S],0.8067421242158684,0.891627393308077,Cc1ccccc1COC1CCN(C(=O)[C@H](C)c2ccsc2)CC1,Cc1ccccc1COC1CCN(C(=O)CNC(=O)C(C)(C)C)CC1,0.55
[C][C@@H1][Branch2][Ring1][Branch2][N][C][=Branch1][C][=O][C][=C][C][=C][Branch1][=Branch2][C][C][C][C][C][C][Ring1][=Branch1][C][=C][Ring1][N][C][=Branch1][C][=O][N][C][Branch1][C][C][Branch1][C][C][C],[C][C@H1][Branch2][Ring1][Branch2][N][C][=Branch1][C][=O][C][=C][C][=C][Branch1][=Branch2][C][Branch1][C][C][Branch1][C][C][C][C][=C][Ring1][#Branch2][C][=N][N][=C][N][Ring1][Branch1][C][C][C][Ring1][Branch1],0.8827373215632194,0.947477564259925,C[C@@H](NC(=O)c1ccc(C2CCCCC2)cc1)C(=O)NC(C)(C)C,C[C@H](NC(=O)c1ccc(C(C)(C)C)cc1)c1nnc2n1CCC2,0.38596491228070173
[O][=C][C][C@@H1][Branch2][Ring1][Ring1][C][=Branch1][C][=O][N][C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][#Branch2][C][N][Ring1][P][C][C][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1],[C][C][C][C][N][C][C@H1][Branch1][P][C][=Branch1][C][=O][N][C][=C][C][=C][C][Branch1][C][F][=C][Ring1][#Branch1][C][C][Ring1][#C][=O],0.8338001893693855,0.8988635821347126,O=C1C[C@@H](C(=O)N2CCCc3ccccc32)CN1CCc1ccc(F)cc1,CCCCN1C[C@H](C(=O)Nc2cccc(F)c2)CC1=O,0.36619718309859156
[O][=C][Branch2][Ring1][C][C][C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][C][C][C][C][C][C][Ring1][#Branch2][N][N][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1],[C][O][C][=C][C][=C][Branch1][C][C][C][=C][Ring1][#Branch1][C@@H1][Branch1][C][C][N][C][=Branch1][C][=O][C][C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][C][C][C][C][Ring1][Branch2],0.6352117683959747,0.868430780490755,O=C(CC1(C(=O)[O-])CCCCCC1)NNC(=O)c1ccc(Cl)cc1,COc1ccc(C)cc1[C@@H](C)NC(=O)CC1(C(=O)[O-])CCCC1,0.3770491803278688
[C][C@@H1][Branch1][=Branch2][C][N][C][=C][C][=N][Ring1][Branch1][N][C][=Branch1][C][=O][N][C@@H1][Branch1][C][C][C][=C][C][=C][N][=C][Ring1][=Branch1],[C][C@H1][Branch1][#C][C][=Branch1][C][=O][N][C][C][=C][C][=C][N][=C][Ring1][=Branch1][N][C][=C][Branch1][C][Br][C][=N][Ring1][=Branch1],0.871077470421031,0.9384470802691861,C[C@H](NC(=O)N[C@@H](C)Cn1cccn1)c1cccnc1,C[C@H](C(=O)NCc1cccnc1)n1cc(Br)cn1,0.3548387096774194
[C][C][Branch1][C][C][N][C][=Branch1][C][=O][C][NH1+1][C][C][C@@H1][Branch2][Ring1][Ring2][O][C][=C][C][=C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][C][=N][Ring1][#Branch2][C][Ring1][S],[O][=C][Branch1][#Branch2][N][C][C@H1][C][C][C][O][Ring1][Branch1][N][C][C][C@H1][Branch2][Ring1][Ring2][O][C][=C][C][=C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][C][=N][Ring1][#Branch2][C][Ring1][S],0.8329643859554808,0.8969818397338265,CC(C)NC(=O)C[NH+]1CC[C@@H](Oc2ccc(C(F)(F)F)cn2)C1,O=C(NC[C@H]1CCCO1)N1CC[C@H](Oc2ccc(C(F)(F)F)cn2)C1,0.4520547945205479
[O][=C][Branch1][#C][N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=C][C][=C][Branch1][#Branch2][C][N][C][C][O][C][C][Ring1][=Branch1][C][=C][Ring1][=N],[C][N][Branch1][C][C][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][Cl][O][Ring1][=Branch1],0.8831791687963709,0.9459203961142135,O=C(Nc1ccccc1C(=O)[O-])c1ccc(CN2CCOCC2)cc1,CN(C)C(=O)c1ccccc1NC(=O)c1ccc(Cl)o1,0.3559322033898305
[C][S][C][=C][C][=C][C][Branch2][Ring1][#Branch1][N][C][=Branch1][C][=O][C][NH2+1][C][Branch1][=Branch1][C][Branch1][C][N][=O][C][C][C][C][C][Ring1][=Branch2][=C][Ring2][Ring1][Ring2],[C][S][C][=C][C][=C][C][Branch2][Ring1][=N][N][C][=Branch1][C][=O][C][C@H1][S][C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][=C][C][=C][Ring1][=Branch2][N][=C][Ring1][=N][O][=C][Ring2][Ring1][Branch2],0.6852423059619349,0.7651397253549914,CSc1cccc(NC(=O)C[NH2+]C2(C(N)=O)CCCCC2)c1,CSc1cccc(NC(=O)C[C@H]2Sc3cc(C(=O)[O-])ccc3N=C2O)c1,0.3561643835616438
[C][C@H1][C][N][Branch1][N][S][=Branch1][C][=O][=Branch1][C][=O][C][C][C][F][C][Branch1][C][C][Branch1][C][C][C][O][Ring1][#C],[C][C@H1][C][N][Branch2][Ring1][Ring1][C][C][C][NH1+1][C][C@@H1][Branch1][C][C][O][C][C][Ring1][#Branch1][Branch1][C][C][C][C][Branch1][C][C][Branch1][C][C][C][O][Ring2][Ring1][Ring2],0.7554495335068553,0.8372840508046214,C[C@H]1CN(S(=O)(=O)CCCF)C(C)(C)CO1,C[C@@H]1C[NH+](CCCN2C[C@H](C)OCC2(C)C)C(C)(C)CO1,0.35294117647058826
[C][=C][C][N][C][=Branch1][C][=O][C][=C][C][=C][C][Branch1][Branch2][C][C][=C][O][C][=Ring1][Branch1][=C][Ring1][O],[C][S][C][C][C@@H1][Branch1][C][C][N][C][=Branch1][C][=O][C][=C][C][=C][C][Branch1][Branch2][C][C][=C][O][C][=Ring1][Branch1][=C][Ring1][O],0.8159125525081986,0.8787723368736419,C=CCNC(=O)c1cccc(-c2ccoc2)c1,CSCC[C@@H](C)NC(=O)c1cccc(-c2ccoc2)c1,0.5283018867924528
[C][O][C][=Branch1][C][=O][C][=C][C][Branch1][C][Br][=C][C][=C][Ring1][#Branch1][N][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][Br][C][=C][Ring1][#Branch1],[C][C][=C][Branch1][C][Br][C][=C][C][=C][Ring1][#Branch1][N][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1],0.7663024693812747,0.8547473923815455,COC(=O)c1cc(Br)ccc1NC(=O)c1ccc(Br)cc1,Cc1c(Br)cccc1NC(=O)c1ccc(Cl)cc1,0.375
[C][C][N][Branch1][C][C][C][=C][C][=C][C][Branch2][Ring1][O][N][C][=Branch1][C][=O][C][=Branch1][C][=O][N][C][C@@H1][C][C][C][NH1+1][Branch1][=Branch1][C][Branch1][C][C][C][C][Ring1][=Branch2][=C][Ring2][Ring1][=Branch1],[C][C][=Branch1][C][=O][N][Branch1][C][C][C][=C][C][=C][C][Branch2][Ring1][Branch1][N][C][=Branch1][C][=O][C@@H1][Branch1][C][C][N][C][=Branch1][C][=O][C][C][C][C][Ring1][Ring2][=C][Ring2][Ring1][C],0.6598436348867837,0.8705486921620624,CCN(C)c1cccc(NC(=O)C(=O)NC[C@@H]2CCC[NH+](C(C)C)C2)c1,CC(=O)N(C)c1cccc(NC(=O)[C@@H](C)NC(=O)C2CCC2)c1,0.375
[C][O][C][=C][C][Branch1][C][Cl][=C][Branch1][C][C][C][=C][Ring1][Branch2][N][C][=Branch1][C][=O][C][NH1+1][C][C][C][Branch1][#C][C][=Branch1][C][=O][N][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][C][Ring1][S],[C][O][C][=C][C][Branch1][C][Cl][=C][Branch1][C][C][C][=C][Ring1][Branch2][N][C][=Branch1][C][=O][N][C][C@H1][C][N][C][C][C][C][C@@H1][Ring1][=Branch1][C][O][Ring1][#Branch2],0.5266532033711336,0.858212240695811,COc1cc(Cl)c(C)cc1NC(=O)C[NH+]1CCC(C(=O)Nc2ccccc2O)CC1,COc1cc(Cl)c(C)cc1NC(=O)NC[C@H]1CN2CCCC[C@@H]2CO1,0.40789473684210525
[C][N][C][=Branch1][C][=O][N][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][C][C][Branch1][C][N][=O],[C][C][Branch1][C][C][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C@@H1][Branch1][C][C][N][S][Branch1][C][C][=Branch1][C][=O][=O],0.7029767634604814,0.800356270962164,CNC(=O)Nc1ccccc1OCCC(N)=O,CC(C)COc1ccccc1NC(=O)[C@@H](C)NS(C)(=O)=O,0.39622641509433965
[C][C][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][C][Cl][C][Branch2][Ring1][Branch1][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][=C][Ring1][=Branch2][=C][Ring2][Ring1][Ring1],[C][O][C][=C][C][=C][Branch1][=N][S][=Branch1][C][=O][=Branch1][C][=O][N][Branch1][C][C][C][C][=C][Ring1][N][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1],0.6432884599975688,0.8961159514052399,CCS(=O)(=O)c1ccc(Cl)c(C(=O)Nc2ccc([N+](=O)[O-])cc2)c1,COc1ccc(S(=O)(=O)N(C)C)cc1C(=O)Nc1ccc(F)cc1,0.38333333333333336
[C][O][C][=C][C][=C][C][Branch2][Ring1][=N][O][C][C@@H1][C][C][C][N][Branch1][P][C][=Branch1][C][=O][C][=C][C][=N][C][Branch1][Ring1][O][C][=C][Ring1][Branch2][C][Ring1][S][=C][Ring2][Ring1][Branch2],[C][C][O][C][C@@H1][C][C][C][N][Branch1][=N][C][=Branch1][C][=O][N][C][=N][C][=C][S][Ring1][Branch1][C][Ring1][=C],0.7961370713072065,0.9129895671020852,COc1cccc(OC[C@@H]2CCCN(C(=O)c3ccnc(OC)c3)C2)c1,CCOC[C@@H]1CCCN(C(=O)Nc2nccs2)C1,0.37142857142857144
[C][N][Branch2][Ring1][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][C][C][=C][C][=C][C][Branch1][Branch1][O][C][C][#N][=C][Ring1][#Branch2],[C][C][=C][C][=C][Branch2][Ring1][N][C@H1][C][O][C][C][N][Ring1][=Branch1][C][=Branch1][C][=O][C][C][=C][C][=C][C][Branch1][Branch1][O][C][C][#N][=C][Ring1][#Branch2][O][Ring2][Ring1][Branch2],0.6170455639340254,0.8362084318775482,CN(Cc1ccccc1-c1ccccc1)C(=O)Cc1cccc(OCC#N)c1,Cc1ccc([C@H]2COCCN2C(=O)Cc2cccc(OCC#N)c2)o1,0.3815789473684211
[C][C][C][=N][N][Branch1][C][C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][N][C][=C][C][=C][C][Branch1][C][Cl][=C][Ring1][#Branch1][O][C][C][O][C],[C][C][C][=N][N][Branch1][C][C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][N][C][C][C][C@H1][Ring1][Branch1][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1],0.7493457893610324,0.9122746683892509,CCc1nn(C)cc1NC(=O)Nc1cccc(Cl)c1OCCOC,CCc1nn(C)cc1NC(=O)N1CCC[C@H]1CCc1ccccc1,0.375
[C][C][N][C][=Branch1][C][=O][C][C][C][=Branch1][C][=O][N][C][Branch1][N][C][=C][C][=C][C][Branch1][C][F][=C][Ring1][#Branch1][C][C][O][C][C][Ring1][=N],[C][C][C@@H1][Branch1][C][C][S][=Branch1][C][=O][=Branch1][C][=O][N][C][Branch1][=N][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][F][C][C][O][C][C][Ring1][=C],0.8399742607741155,0.9012513810188346,CCNC(=O)CCC(=O)NC1(c2cccc(F)c2)CCOCC1,CC[C@@H](C)S(=O)(=O)NC1(c2ccc(F)cc2F)CCOCC1,0.359375
[C][C][C][C][N][C][=Branch1][C][=O][C][S][C][=N][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][=N][O][Ring1][O],[C][C][O][C][=Branch1][C][=O][N][C][C][C][Branch2][Ring1][Branch2][NH2+1][C][C@@H1][Branch1][C][C][C][=N][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][=N][O][Ring1][O][C][C][Ring2][Ring1][Branch1],0.6272852255301665,0.8528650388326283,CCCCNC(=O)CSc1nc(-c2ccccc2)no1,CCOC(=O)N1CCC([NH2+]C[C@@H](C)c2nc(-c3ccccc3)no2)CC1,0.35714285714285715
[C][C][=C][C][=C][C][Branch1][C][C][=C][Ring1][#Branch1][N][C][=Branch1][C][=O][C][N][C][=C][C][=C][C][Branch1][#Branch2][O][C][C@@H1][C][C][C][O][Ring1][Branch1][=C][Ring1][=N],[C][C][N][=C][Branch2][Ring1][Branch1][C][N][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][C@H1][C][C][C][C][O][Ring1][=Branch1][S][C][=Ring2][Ring1][Branch1][C],0.79133980303961,0.8553645078581524,Cc1cccc(C)c1NC(=O)CNc1cccc(OC[C@@H]2CCCO2)c1,Cc1nc(CNc2ccccc2OC[C@H]2CCCCO2)sc1C,0.375
[C][C][C][=C][C][=C][C][Branch2][Ring1][#Branch1][N][C][=Branch1][C][=O][C][=Branch1][C][=O][N][Branch1][C][C][C][C][=N][C][=N][N][Ring1][Branch1][C][=C][Ring2][Ring1][Ring2],[C][C][O][C][=C][C][=C][Branch2][Ring1][Ring1][N][C][=Branch1][C][=O][N][Branch1][C][C][C][C][=N][C][=N][N][Ring1][Branch1][C][C][=C][Ring2][Ring1][C][C],0.8535323502506065,0.9186895510029873,CCc1cccc(NC(=O)C(=O)N(C)Cc2ncnn2C)c1,CCOc1ccc(NC(=O)N(C)Cc2ncnn2C)cc1C,0.5
[C][C][=C][C][Branch2][Ring1][=C][N][C][=Branch1][C][=O][C@H1][Branch1][C][C][S][C][C][=Branch1][C][=O][N][C][C][N][Branch1][C][C][C][=Branch1][C][=O][C][Ring1][Branch2][=N][O][Ring2][Ring1][=Branch1],[C][C][=C][C][Branch2][Ring1][#Branch2][N][C][=Branch1][C][=O][C@H1][Branch1][C][C][N][C][C][C][C][Branch1][Ring2][C][Ring1][=Branch1][O][C][C][O][Ring1][=Branch1][=N][O][Ring2][Ring1][Ring2],0.8305275195860542,0.9011298639983929,Cc1cc(NC(=O)[C@H](C)SCC(=O)N2CCN(C)C(=O)C2)no1,Cc1cc(NC(=O)[C@H](C)N2CCCC3(C2)OCCO3)no1,0.417910447761194
[N][C][=C][C][=C][Branch2][Ring1][#C][C][C][C][=Branch1][C][=O][N][C][=C][C][=C][C][Branch1][=C][C][=Branch1][C][=O][N][C][C][C][C][C][C][Ring1][=Branch1][=C][Ring1][#C][C][=C][Ring2][Ring1][#Branch2],[O][=C][Branch1][O][N][C][C][C][C][C][C][C][Ring1][#Branch1][C][C][=C][C][=Branch1][C][=O][NH1][C][=Ring1][#Branch1],0.6788401739585624,0.7667445546408471,Nc1ccc(CCC(=O)Nc2cccc(C(=O)NC3CCCCC3)c2)cc1,O=C(NC1CCCCCC1)c1ccc(=O)[nH]c1,0.3620689655172414
[C][C][=N][O][C][Branch1][C][C][=C][Ring1][=Branch1][C@H1][Branch1][C][C][C][N][C][=Branch1][C][=O][N][C@@H1][C][C@@H1][C][C][C][C][=C][C][=C][C][Ring1][O][=C][Ring1][=Branch1][Ring1][#Branch2],[C][C][=N][O][C][Branch1][C][C][=C][Ring1][=Branch1][C][N][Branch1][C][C][C][=Branch1][C][=O][N][C@@H1][C][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][#Branch2],0.8629162508066743,0.9453262339048597,Cc1noc(C)c1[C@H](C)CNC(=O)N[C@@H]1C[C@@H]2CCCc3cccc1c32,Cc1noc(C)c1CN(C)C(=O)N[C@@H]1CCOc2ccccc21,0.35064935064935066
[C][C][=C][C][Branch1][C][C][=C][Branch1][C][C][C][Branch2][Ring1][Branch2][O][C][C][C][N][C][=Branch1][C][=O][N][C][C][C@H1][Branch1][=Branch1][C][Branch1][C][N][=O][C][Ring1][Branch2][=C][Ring2][Ring1][#Branch1],[C][C][=C][C][Branch1][C][C][=C][Branch1][C][C][C][Branch2][Ring1][#Branch2][O][C][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][=Branch2][N][C][C][O][C][C][Ring1][=Branch1][C][=C][Ring1][N][=C][Ring2][Ring1][=Branch2],0.779836091693746,0.893280785832256,Cc1cc(C)c(C)c(OCCCNC(=O)N2CC[C@H](C(N)=O)C2)c1,Cc1cc(C)c(C)c(OCC(=O)Nc2ccc(N3CCOCC3)cc2)c1,0.36231884057971014
[C][O][C][=C][C][=C][Branch2][Ring1][=C][C][C@H1][Branch1][C][C][C][N][Branch1][C][C][C][=C][C][=C][Branch1][#Branch2][C][=Branch1][C][=O][N][Branch1][C][C][C][C][=N][Ring1][O][C][=C][Ring2][Ring1][#Branch1],[C][O][C][=C][C][=C][Branch2][Ring1][#Branch1][C][C@@H1][Branch1][C][C][C][N][Branch1][C][C][C][C][=N][NH1][C][=Branch1][C][=O][C][=Ring1][#Branch1][Cl][C][=C][Ring2][Ring1][Ring2],0.7762138319286008,0.8884911773467951,COc1ccc(C[C@H](C)CN(C)c2ccc(C(=O)N(C)C)cn2)cc1,COc1ccc(C[C@@H](C)CN(C)c2cn[nH]c(=O)c2Cl)cc1,0.48333333333333334
[C][C@@H1][Branch2][Ring1][C][N][C][=Branch1][C][=O][C][=C][C][Branch1][C][Br][=C][C][=C][Ring1][#Branch1][I][C][=C][C][=C][C][=C][Ring1][=Branch1],[C][C][Branch1][C][C][C][=Branch1][C][=O][N][C][C][N][C][=Branch1][C][=O][C][=C][C][Branch1][C][Br][=C][C][=C][Ring1][#Branch1][Cl],0.712456054112657,0.8044708689824261,C[C@@H](NC(=O)c1cc(Br)ccc1I)c1ccccc1,CC(C)C(=O)NCCNC(=O)c1cc(Br)ccc1Cl,0.37254901960784315
[C][C][C][=C][C][=C][C][Branch2][Ring1][=C][N][C][=Branch1][C][=O][C][C][C][=Branch1][C][=O][N][Branch1][Ring1][C][C][C@H1][C][C][S][=Branch1][C][=O][=Branch1][C][=O][C][Ring1][#Branch1][=C][Ring2][Ring1][#Branch1],[C][C][N][Branch2][Ring1][Branch2][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][=Branch1][S@][Branch1][C][C][=O][C][Branch1][C][F][=C][Ring1][#Branch2][C@@H1][C][C][S][=Branch1][C][=O][=Branch1][C][=O][C][Ring1][#Branch1],0.7999607411179844,0.8818661411235723,CCc1cccc(NC(=O)CCC(=O)N(CC)[C@H]2CCS(=O)(=O)C2)c1,CCN(C(=O)Nc1ccc([S@](C)=O)c(F)c1)[C@@H]1CCS(=O)(=O)C1,0.5
[C][C][=N][C][Branch1][C][Br][=C][C][=C][Ring1][#Branch1][N][C][=Branch1][C][=O][C][=Branch1][C][=O][N][C][C@H1][Branch1][C][C][C][O],[C][C][C@@H1][Branch1][Ring2][C][C][O][C][N][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][C][Br][N][=C][Ring1][#Branch1][C],0.5634362164794229,0.7022374504406012,Cc1nc(Br)ccc1NC(=O)C(=O)NC[C@H](C)CO,CC[C@@H](CCO)CNC(=O)Nc1ccc(Br)nc1C,0.5384615384615384
[O][=C][Branch1][=C][C][C][=C][C][=C][C][Branch1][C][F][=C][Ring1][#Branch1][F][N][Branch1][=Branch2][C][C@H1][C][C][C][O][Ring1][Branch1][C][=C][C][=N][C][=C][Ring1][=Branch1],[O][=C][Branch1][=C][C][C][=C][C][=C][C][Branch1][C][F][=C][Ring1][#Branch1][F][N][C][=C][C][=N][C][=C][Ring1][=Branch1],0.8448021716784252,0.9064828920987283,O=C(Cc1cccc(F)c1F)N(C[C@H]1CCCO1)c1ccncc1,O=C(Cc1cccc(F)c1F)Nc1ccncc1,0.42105263157894735
